condition,src,plateau_auc_low,dist_to_source,l0,ref_at_dist,residual
iso30,197,0.32706,30.0,0,,
iso30,198,0.37593,30.0,0,,
iso30,199,0.26443,30.0,0,,
iso60,100,0.21504,60.0,0,,
iso60,101,0.13898,60.0,0,,
iso60,102,0.11196,60.0,0,,
iso60,103,0.05945,60.0,0,,
iso60,104,0.09641,60.0,0,,
iso60,105,0.13975,60.0,0,,
iso60,106,0.09028,60.0,0,,
iso60,107,0.12085,60.0,0,,
iso60,108,0.17819,60.0,0,,
iso60,109,0.12202,60.0,0,,
iso60,110,0.12742,60.0,0,,
iso60,111,0.13374,60.0,0,,
iso60,112,0.10104,60.0,0,,
iso60,113,0.11428,60.0,0,,
iso60,114,0.08739,60.0,0,,
iso60,115,0.10565,60.0,0,,
iso60,116,0.20767,60.0,0,,
iso60,117,0.13841,60.0,0,,
iso60,118,0.14421,60.0,0,,
iso60,119,0.43142,60.0,0,,
iso60,120,0.1561,60.0,0,,
iso60,121,0.09277,60.0,0,,
iso60,122,0.11496,60.0,0,,
iso60,123,0.06318,60.0,0,,
iso60,124,0.12058,60.0,0,,
iso60,125,0.07815,60.0,0,,
iso60,126,0.13765,60.0,0,,
iso60,127,0.21935,60.0,0,,
iso60,128,0.11567,60.0,0,,
iso60,129,0.1554,60.0,0,,
iso60,130,0.28131,60.0,0,,
iso60,131,0.10686,60.0,0,,
iso60,132,0.09997,60.0,0,,
iso60,133,0.16285,60.0,0,,
iso60,134,0.21949,60.0,0,,
iso60,135,0.10115,60.0,0,,
iso60,136,0.15999,60.0,0,,
iso60,137,0.10943,60.0,0,,
iso60,138,0.13092,60.0,0,,
iso60,139,0.1228,60.0,0,,
iso60,140,0.11039,60.0,0,,
iso60,141,0.10111,60.0,0,,
iso60,142,0.0813,60.0,0,,
iso60,143,0.14821,60.0,0,,
iso60,144,0.12398,60.0,0,,
iso60,145,0.16488,60.0,0,,
iso60,146,0.11236,60.0,0,,
iso60,147,0.11246,60.0,0,,
iso60,148,0.07313,60.0,0,,
iso60,149,0.50426,60.0,0,,
iso60,150,0.21415,60.0,0,,
iso60,151,0.1389,60.0,0,,
iso60,152,0.08202,60.0,0,,
iso60,153,0.09862,60.0,0,,
iso60,154,0.09423,60.0,0,,
iso60,155,0.21958,60.0,0,,
iso60,156,0.06632,60.0,0,,
iso60,157,0.0734,60.0,0,,
iso60,158,0.09134,60.0,0,,
iso60,159,0.09959,60.0,0,,
iso60,160,0.15635,60.0,0,,
iso60,161,0.12551,60.0,0,,
iso60,162,0.12314,60.0,0,,
iso60,163,0.13735,60.0,0,,
iso60,164,0.07882,60.0,0,,
iso60,165,0.12943,60.0,0,,
iso60,166,0.18473,60.0,0,,
iso60,167,0.18391,60.0,0,,
iso60,168,0.15222,60.0,0,,
iso60,169,0.13528,60.0,0,,
iso60,170,0.21743,60.0,0,,
iso60,171,0.11411,60.0,0,,
iso60,172,0.15887,60.0,0,,
iso60,173,0.08886,60.0,0,,
iso60,174,0.14792,60.0,0,,
iso60,175,0.10583,60.0,0,,
iso60,176,0.14886,60.0,0,,
iso60,177,0.08123,60.0,0,,
iso60,178,0.18827,60.0,0,,
iso60,179,0.13126,60.0,0,,
iso60,180,0.18334,60.0,0,,
iso60,181,0.1896,60.0,0,,
iso60,182,0.0765,60.0,0,,
iso60,183,0.1568,60.0,0,,
iso60,184,0.15544,60.0,0,,
iso60,185,0.09526,60.0,0,,
iso60,186,0.12127,60.0,0,,
iso60,187,0.11854,60.0,0,,
iso60,188,0.21088,60.0,0,,
iso60,189,0.25432,60.0,0,,
iso60,190,0.12936,60.0,0,,
iso60,191,0.28618,60.0,0,,
iso60,192,0.1099,60.0,0,,
iso60,193,0.07459,60.0,0,,
iso60,194,0.09966,60.0,0,,
iso60,195,0.34964,60.0,0,,
iso60,196,0.14359,60.0,0,,
iso60,197,0.16169,60.0,0,,
iso60,198,0.20605,60.0,0,,
iso60,199,0.1464,60.0,0,,
iso120,100,0.0612,120.0,0,,
iso120,101,0.08696,120.0,0,,
iso120,102,0.04976,120.0,0,,
iso120,103,0.06879,120.0,0,,
iso120,104,0.09599,120.0,0,,
iso120,105,0.1103,120.0,0,,
iso120,106,0.07327,120.0,0,,
iso120,107,0.07704,120.0,0,,
iso120,108,0.03726,120.0,0,,
iso120,109,0.06656,120.0,0,,
iso120,110,0.0817,120.0,0,,
iso120,111,0.06712,120.0,0,,
iso120,112,0.10512,120.0,0,,
iso120,113,0.08146,120.0,0,,
iso120,114,0.07543,120.0,0,,
iso120,115,0.06934,120.0,0,,
iso120,116,0.07838,120.0,0,,
iso120,117,0.08852,120.0,0,,
iso120,118,0.08774,120.0,0,,
iso120,119,0.14468,120.0,0,,
iso120,120,0.08505,120.0,0,,
iso120,121,0.05684,120.0,0,,
iso120,122,0.06629,120.0,0,,
iso120,123,0.06249,120.0,0,,
iso120,124,0.10312,120.0,0,,
iso120,125,0.05541,120.0,0,,
iso120,126,0.07114,120.0,0,,
iso120,127,0.08537,120.0,0,,
iso120,128,0.07288,120.0,0,,
iso120,129,0.05645,120.0,0,,
iso120,130,0.17608,120.0,0,,
iso120,131,0.07704,120.0,0,,
iso120,132,0.08638,120.0,0,,
iso120,133,0.13376,120.0,0,,
iso120,134,0.14604,120.0,0,,
iso120,135,0.05388,120.0,0,,
iso120,136,0.11553,120.0,0,,
iso120,137,0.13263,120.0,0,,
iso120,138,0.07869,120.0,0,,
iso120,139,0.05607,120.0,0,,
iso120,140,0.0926,120.0,0,,
iso120,141,0.07601,120.0,0,,
iso120,142,0.0659,120.0,0,,
iso120,143,0.09946,120.0,0,,
iso120,144,0.06988,120.0,0,,
iso120,145,0.0914,120.0,0,,
iso120,146,0.07284,120.0,0,,
iso120,147,0.05459,120.0,0,,
iso120,148,0.06581,120.0,0,,
iso120,149,0.21095,120.0,0,,
iso120,150,0.13329,120.0,0,,
iso120,151,0.1077,120.0,0,,
iso120,152,0.06933,120.0,0,,
iso120,153,0.05843,120.0,0,,
iso120,154,0.05119,120.0,0,,
iso120,155,0.16022,120.0,0,,
iso120,156,0.05931,120.0,0,,
iso120,157,0.06588,120.0,0,,
iso120,158,0.07603,120.0,0,,
iso120,159,0.0956,120.0,0,,
iso120,160,0.05889,120.0,0,,
iso120,161,0.10958,120.0,0,,
iso120,162,0.0786,120.0,0,,
iso120,163,0.09616,120.0,0,,
iso120,164,0.08239,120.0,0,,
iso120,165,0.09743,120.0,0,,
iso120,166,0.08529,120.0,0,,
iso120,167,0.19125,120.0,0,,
iso120,168,0.09862,120.0,0,,
iso120,169,0.068,120.0,0,,
iso120,170,0.10416,120.0,0,,
iso120,171,0.07546,120.0,0,,
iso120,172,0.09334,120.0,0,,
iso120,173,0.06498,120.0,0,,
iso120,174,0.0922,120.0,0,,
iso120,175,0.10561,120.0,0,,
iso120,176,0.09676,120.0,0,,
iso120,177,0.05465,120.0,0,,
iso120,178,0.08026,120.0,0,,
iso120,179,0.09387,120.0,0,,
iso120,180,0.07351,120.0,0,,
iso120,181,0.05355,120.0,0,,
iso120,182,0.04042,120.0,0,,
iso120,183,0.11916,120.0,0,,
iso120,184,0.07308,120.0,0,,
iso120,185,0.08396,120.0,0,,
iso120,186,0.07377,120.0,0,,
iso120,187,0.07744,120.0,0,,
iso120,188,0.06374,120.0,0,,
iso120,189,0.11753,120.0,0,,
iso120,190,0.05016,120.0,0,,
iso120,191,0.06471,120.0,0,,
iso120,192,0.12259,120.0,0,,
iso120,193,0.12712,120.0,0,,
iso120,194,0.06752,120.0,0,,
iso120,195,0.05074,120.0,0,,
iso120,196,0.08216,120.0,0,,
iso120,197,0.09768,120.0,0,,
iso120,198,0.07031,120.0,0,,
iso120,199,0.12873,120.0,0,,
